93,588,2021-07-04 00:00:00,36
250,68,2021-07-04 00:00:00,70
174,224,2021-07-04 00:00:00,104
33,123,2021-07-04 00:00:00,177
296,43,2021-07-04 00:00:00,216
279,76,2021-07-04 00:00:00,127
10,36,2021-07-04 00:00:00,304
135,964,2021-07-04 00:00:00,55
38,201,2021-07-04 00:00:00,186
174,224,2021-07-04 00:00:00,104
20,240,2021-07-04 00:00:00,302
294,1022,2021-07-04 00:00:00,178
338,139,2021-07-04 00:00:00,113
364,592,2021-07-04 00:00:00,4
105,143,2021-07-04 00:00:00,159
11,546,2021-07-04 00:00:00,212
187,435,2021-07-04 00:00:00,35
144,1087,2021-07-04 00:00:00,5
189,910,2021-07-04 00:00:00,145
251,635,2021-07-04 00:00:00,258
227,507,2021-07-04 00:00:00,93
86,42,2021-07-04 00:00:00,82
328,246,2021-07-04 00:00:00,295
205,877,2021-07-04 00:00:00,260
68,676,2021-07-04 00:00:00,293
270,447,2021-07-04 00:00:00,209
91,886,2021-07-04 00:00:00,112
303,405,2021-07-04 00:00:00,31
319,656,2021-07-04 00:00:00,261
217,568,2021-07-04 00:00:00,228
225,375,2021-07-04 00:00:00,149
169,609,2021-07-04 00:00:00,107
356,185,2021-07-04 00:00:00,281
232,101,2021-07-04 00:00:00,69
77,611,2021-07-04 00:00:00,48
270,282,2021-07-04 00:00:00,257
61,961,2021-07-04 00:00:00,74
176,321,2021-07-04 00:00:00,185
40,750,2021-07-04 00:00:00,192
211,971,2021-07-04 00:00:00,193
152,218,2021-07-04 00:00:00,54
20,240,2021-07-04 00:00:00,302
303,405,2021-07-04 00:00:00,153
232,101,2021-07-04 00:00:00,222
228,306,2021-07-04 00:00:00,134
49,612,2021-07-04 00:00:00,99
304,929,2021-07-04 00:00:00,175
169,609,2021-07-04 00:00:00,107
104,921,2021-07-04 00:00:00,272
276,250,2021-07-04 00:00:00,165
232,101,2021-07-04 00:00:00,69
230,219,2021-07-04 00:00:00,91
66,277,2021-07-04 00:00:00,274
89,766,2021-07-04 00:00:00,139
232,101,2021-07-04 00:00:00,222
338,139,2021-07-04 00:00:00,113
131,788,2021-07-04 00:00:00,202
150,470,2021-07-04 00:00:00,87
351,963,2021-07-04 00:00:00,103
217,568,2021-07-04 00:00:00,169
260,918,2021-07-04 00:00:00,124
238,1012,2021-07-04 00:00:00,25
313,84,2021-07-04 00:00:00,317
54,970,2021-07-04 00:00:00,194
144,1087,2021-07-04 00:00:00,28
8,1067,2021-07-04 00:00:00,232
211,971,2021-07-04 00:00:00,314
75,884,2021-07-04 00:00:00,245
147,86,2021-07-04 00:00:00,235
169,1008,2021-07-04 00:00:00,270
245,466,2021-07-04 00:00:00,324
232,101,2021-07-04 00:00:00,222
334,735,2021-07-04 00:00:00,214
300,997,2021-07-04 00:00:00,58
188,0,2021-07-04 00:00:00,224
250,68,2021-07-04 00:00:00,70
18,197,2021-07-04 00:00:00,46
138,474,2021-07-04 00:00:00,62
166,745,2021-07-04 00:00:00,266
63,397,2021-07-04 00:00:00,198
75,884,2021-07-04 00:00:00,245
205,877,2021-07-04 00:00:00,260
351,762,2021-07-04 00:00:00,211
