36,2,16
70,2,96
104,4,61
177,4,46
216,5,38
127,4,69
304,2,96
55,5,14
186,1,91
104,5,61
302,2,32
178,5,0
113,5,19
4,1,70
159,3,68
212,5,4
35,2,61
5,4,10
145,4,57
258,2,42
93,3,94
82,3,32
295,3,28
260,3,77
293,2,17
209,1,19
112,5,58
31,5,78
261,4,7
228,1,9
149,3,88
107,1,4
281,2,34
69,2,24
48,4,37
257,1,96
74,4,0
185,4,23
192,3,21
193,2,23
54,2,13
302,5,32
153,5,49
222,1,55
134,4,100
99,1,53
175,3,55
107,4,4
272,4,46
165,3,53
69,1,24
91,3,5
274,4,19
139,5,58
222,3,55
202,1,85
87,4,68
103,3,50
169,1,1
124,4,2
25,4,72
317,2,67
194,4,58
28,2,11
232,1,25
314,2,85
245,4,45
235,1,49
270,1,23
324,4,90
214,4,62
58,2,22
224,4,51
70,5,96
46,4,66
62,5,15
266,1,42
198,5,5
260,5,77
211,4,64
25,2,72
144,1,36
63,3,74
213,2,35
124,5,2
164,2,70
7,3,45
273,2,35
213,4,35
76,4,0
292,2,2
22,1,28
121,3,13
30,4,34
309,1,9
285,1,35
122,1,45
128,3,53
293,1,17
19,1,76
306,3,97
78,5,30
312,1,71
300,3,10
35,4,61
96,1,46
161,5,84
176,5,98
161,2,84
44,1,33
233,5,33
143,1,45
236,5,77
24,4,88
259,5,45
190,4,70
8,2,101
47,3,1
13,2,19
4,4,70
11,2,26
169,3,1
235,3,49
175,2,55
321,1,47
225,5,19
99,2,53
91,5,5
322,4,33
49,2,33
306,2,97
185,2,23
321,5,47
234,4,76
102,3,32
131,5,34
20,1,84
171,1,89
3,4,14
60,3,17
308,3,85
310,2,30
270,4,23
159,2,68
184,4,93
189,3,23
227,4,17
291,3,36
203,1,2
81,2,11
27,4,71
127,1,69
296,3,16
71,4,13
113,2,19
295,4,28
138,3,77
155,5,84
9,2,24
18,4,31
203,2,2
178,3,0
94,5,10
112,2,58
38,4,70
47,5,1
35,1,61
296,5,16
92,5,10
95,1,101
319,4,84
287,1,12
148,2,11
3,3,14
163,5,13
144,4,36
25,5,72
279,3,58
195,1,92
12,2,72
209,2,19
281,4,34
128,2,53
98,4,96
62,3,15
291,5,36
213,5,35
297,5,77
193,5,23
87,3,68
157,1,100
274,5,19
234,2,76
207,1,101
93,4,94
302,4,32
171,5,89
320,5,49
61,4,79
277,2,72
53,3,85
69,3,24
110,2,101
102,1,32
174,5,90
85,3,63
221,3,92
1,3,69
315,5,49
306,4,97
284,1,38
273,4,35
118,2,72
151,2,63
285,2,35
264,1,77
95,4,101
15,4,70
190,3,70
179,4,23
259,3,45
59,5,10
196,2,80
8,4,101
223,3,8
26,1,72
185,1,23
178,1,0
243,1,36
13,5,19
29,2,5
294,4,90
68,1,5
135,2,18
156,1,76
292,3,2
309,4,9
57,3,15
1,4,69
22,4,28
75,2,16
283,3,84
6,5,85
202,3,85
283,1,84
292,5,2
267,4,21
188,4,1
17,4,32
293,4,17
278,5,10
313,3,72
125,4,59
149,1,88
150,3,84
31,4,78
205,4,72
209,4,19
243,5,36
23,4,34
307,5,29
114,5,51
271,3,60
77,1,32
186,4,91
215,2,24
133,5,58
60,2,17
160,3,0
20,5,84
278,1,10
127,5,69
23,2,34
250,5,61
312,3,71
129,4,5
74,3,0
237,2,38
15,3,70
288,4,48
93,5,94
40,3,74
228,5,9
52,4,47
63,1,74
73,1,5
12,1,72
314,1,85
32,3,58
155,3,84
125,3,59
131,3,34
234,1,76
284,3,38
232,4,25
153,3,49
206,1,29
320,1,49
94,4,10
278,4,10
309,2,9
100,3,70
107,3,4
46,5,66
279,2,58
224,5,51
267,5,21
316,1,93
17,1,32
147,3,86
142,1,72
221,1,92
23,3,34
151,1,63
133,3,58
196,5,80
266,2,42
309,3,9
249,2,54
276,4,9
258,3,42
237,3,38
14,2,22
113,1,19
316,3,93
253,2,15
179,5,23
170,3,89
17,5,32
92,2,10
298,4,35
254,1,4
158,3,0
162,5,36
75,5,16
226,5,43
40,5,74
30,3,34
28,5,11
164,5,70
58,5,22
109,4,76
153,1,49
95,5,101
246,4,45
265,4,73
154,3,83
82,1,32
132,3,82
170,1,89
38,3,70
73,5,5
120,5,77
160,2,0
222,5,55
320,3,49
87,2,68
53,4,85
80,5,60
166,4,16
39,5,70
43,3,52
250,4,61
272,2,46
78,3,30
281,3,34
174,1,90
221,5,92
226,4,43
31,3,78
314,3,85
308,4,85
113,4,19
89,3,69
238,4,67
66,4,60
71,1,13
189,4,23
98,3,96
69,5,24
186,5,91
262,3,32
3,5,14
52,5,47
183,1,5
9,3,24
60,1,17
102,5,32
233,3,33
21,5,38
251,3,64
210,1,84
84,5,64
276,5,9
111,1,35
231,1,90
133,4,58
33,1,3
214,5,62
152,4,74
143,4,45
315,1,49
109,3,76
88,4,6
107,2,4
69,4,24
158,5,0
164,3,70
97,4,76
135,3,18
27,2,71
103,1,50
235,4,49
179,2,23
169,5,1
81,3,11
135,4,18
200,5,86
104,2,61
199,2,30
48,2,37
202,4,85
205,5,72
74,5,0
142,2,72
188,3,1
17,2,32
84,4,64
253,4,15
311,1,33
21,4,38
296,2,16
167,4,4
67,1,5
31,2,78
247,5,28
99,5,53
245,2,45
123,1,21
115,4,33
221,2,92
125,1,59
172,3,50
37,4,72
183,5,5
130,2,10
299,5,101
198,4,5
317,1,67
303,1,23
208,2,64
103,2,50
233,1,33
299,1,101
18,1,31
104,1,61
2,3,10
74,2,0
100,1,70
256,4,35
138,1,77
225,1,19
127,2,69
134,5,100
105,1,62
46,2,66
296,4,16
315,3,49
86,5,35
97,1,76
51,4,49
248,4,81
214,3,62
255,3,27
244,4,58
12,5,72
179,1,23
72,1,34
230,2,41
104,3,61
136,5,74
170,5,89
146,3,15
269,4,38
225,4,19
264,4,77
124,3,2
0,1,74
3,2,14
162,3,36
258,1,42
159,4,68
173,4,70
10,1,58
76,5,0
239,3,13
302,3,32
161,3,84
132,5,82
64,3,5
50,1,44
